(9-13-16) Twitter Data:,,,,,,,,(9-20-16) Twitter Data:,,,,,,,,,,,,,,,,
line,actor,body,favoritesCount,neutral,polar,pos,neg,line,actor,body,favoritesCount,neutral,polar,pos,neg,,,,,(9-16-15),neutral,polar,pos,neg
528,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.4,0.6,528,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.3,0.7,,,,,,,,,
529,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.4,0.6,529,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
530,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,530,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
531,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,531,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
532,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,532,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
533,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,533,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
534,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,534,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
535,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,535,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
536,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,536,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
537,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,537,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
538,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,538,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
539,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,539,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
540,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,540,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
541,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,541,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
542,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,542,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
543,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,543,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
544,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,544,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
545,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,545,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
546,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,546,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
547,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,547,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
548,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,548,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
549,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,549,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
550,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,550,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
551,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,551,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
552,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,552,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
553,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,553,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
554,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,554,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
555,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,555,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
556,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,556,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
557,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,557,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
558,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,558,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
559,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,559,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
560,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,560,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
561,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,561,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
562,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,562,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
563,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,563,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
564,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,564,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
565,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,565,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
566,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.4,0.6,566,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.3,0.7,,,,,,,,,
567,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.4,0.6,567,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.3,0.7,,,,,,,,,
568,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.4,0.6,568,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
569,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.4,0.6,569,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.3,0.7,,,,,,,,,
570,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.4,0.6,570,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.3,0.7,,,,,,,,,
571,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.4,0.6,571,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.3,0.7,,,,,,,,,
572,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.4,0.6,572,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.3,0.7,,,,,,,,,
573,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.4,0.6,573,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
574,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.4,0.6,574,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.3,0.7,,,,,,,,,
575,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.4,0.6,575,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.3,0.7,,,,,,,,,
576,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.4,0.6,576,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.3,0.7,,,,,,,,,
577,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.4,0.6,577,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.3,0.7,,,,,,,,,
578,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.4,0.6,578,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
579,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.4,0.6,579,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.3,0.7,,,,,,,,,
580,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.4,0.6,580,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.3,0.7,,,,,,,,,
581,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.4,0.6,581,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.3,0.7,,,,,,,,,
582,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.4,0.6,582,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.3,0.7,,,,,,,,,
583,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.4,0.6,583,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
584,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.4,0.6,584,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.3,0.7,,,,,,,,,
585,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.4,0.6,585,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
586,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,586,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
587,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,587,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
588,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,588,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
589,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,589,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
590,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,590,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
591,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,591,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
592,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,592,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
593,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,593,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
594,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,594,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
595,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,595,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
596,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,596,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
597,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,597,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
598,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,598,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
599,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,599,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
600,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,600,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
601,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,601,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
602,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,602,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
603,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,603,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
604,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,604,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
605,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,605,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
606,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,606,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
607,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,607,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
608,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,608,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
609,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,609,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
610,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,610,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
611,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,611,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
612,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,612,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
613,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,613,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
614,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,614,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
615,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,615,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
616,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,616,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
617,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,617,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
618,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,618,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
619,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,619,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
620,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,620,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
621,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,621,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
622,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.4,0.6,622,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.3,0.7,,,,,,,,,
