(9-13-16) Twitter Data:,,,,,,,,(9-20-16) Twitter Data:,,,,,,,,,,,,,,,,
line,actor,body,favoritesCount,neutral,polar,pos,neg,line,actor,body,favoritesCount,neutral,polar,pos,neg,,,,,(9-16-15),neutral,polar,pos,neg
324,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,324,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
325,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,325,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
326,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,326,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
327,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,327,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
328,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,328,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
329,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,329,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
330,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,330,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
331,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,331,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
332,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,332,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
333,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,333,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
334,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,334,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
335,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,335,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
336,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,336,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
337,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,337,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
338,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,338,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
339,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,339,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
340,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,340,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
341,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,341,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
342,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,342,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
343,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,343,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
344,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,344,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
345,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,345,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
346,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,346,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
347,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.4,0.6,347,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.3,0.7,,,,,,,,,
348,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.4,0.6,348,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.3,0.7,,,,,,,,,
349,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.4,0.6,349,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
350,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.4,0.6,350,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.3,0.7,,,,,,,,,
351,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.4,0.6,351,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.3,0.7,,,,,,,,,
352,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.4,0.6,352,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.3,0.7,,,,,,,,,
353,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.4,0.6,353,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.3,0.7,,,,,,,,,
354,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.4,0.6,354,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
355,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.4,0.6,355,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.3,0.7,,,,,,,,,
356,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.4,0.6,356,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.3,0.7,,,,,,,,,
357,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.4,0.6,357,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.3,0.7,,,,,,,,,
358,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.4,0.6,358,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.3,0.7,,,,,,,,,
359,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.4,0.6,359,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
360,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.4,0.6,360,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.3,0.7,,,,,,,,,
361,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.4,0.6,361,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.3,0.7,,,,,,,,,
362,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.4,0.6,362,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.3,0.7,,,,,,,,,
363,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.4,0.6,363,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.3,0.7,,,,,,,,,
364,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.4,0.6,364,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
365,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.4,0.6,365,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.3,0.7,,,,,,,,,
366,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.4,0.6,366,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
367,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,367,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
368,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,368,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
369,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,369,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
370,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,370,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
371,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,371,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
372,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,372,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
373,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,373,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
374,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,374,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
375,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,375,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
376,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,376,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
377,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,377,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
378,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,378,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
379,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,379,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
380,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,380,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
381,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,381,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
382,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,382,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
383,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,383,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
384,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,384,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
385,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,385,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
386,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,386,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
387,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,387,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
388,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,388,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
389,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,389,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
390,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,390,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
391,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,391,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
392,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,392,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
393,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,393,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
394,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,394,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
395,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,395,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
396,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,396,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
397,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,397,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
398,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,398,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
399,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,399,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
400,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,400,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
401,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,401,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
402,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,402,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
